id,user_id,merchant_id,amount,currency,status,created_at
a4e31ff7-cbff-40ab-957d-ad3de355473f,f3a06723-fee3-47ef-b25c-fa53eb29f021,6641f92d-baf6-4763-8cd3-1e3e0807f696,N/A,AUD,success,2025-07-16 02:49:30
f45c4a1c-7845-4bde-8814-871a1d810d2d,bba97f9b-ffce-422e-a3ae-36272e012aab,b4259c4b-071b-4805-9c88-df74752c1421,,AUD,failed,2025-09-26 06:42:13
42556a73-418d-4352-99f8-f998066ca997,771b0af9-9fd8-4e41-aa72-3edb7fe9c868,5ee72ca1-c7df-4d38-9f59-d7c79034756c,1983.63,GBP,success,2025-08-14 20:32:13
e286440c-1802-4290-9b9e-62677d2bd757,f708fe82-9590-4f47-a8cb-aea0e0915548,4c384348-5286-40b0-bc02-37b9ec12f8f4,102.55,GBP,success,2025-11-22 11:23:22
bed86b95-46d8-4651-91d0-c42b3125fbab,b1882af8-10f2-4e0e-a026-00e099d51dc2,c3b87461-9483-4f40-9232-19f83c0f73b8,-3.4,AUD,failed,2025-10-18 21:10:34
d391f1aa-ea72-49d3-8032-9669d98dadea,23989ba7-4435-40a3-9c44-8070bbeeb61b,a7cc809d-edf0-476c-a904-716ed253a1f9,1433.43,EUR,success,2025-09-26 19:48:08
c088c3d7-1c57-4b74-817b-f9872ee324a8,a8c450e8-9cb7-4535-bb59-ea5cf7f9446d,130dde86-2377-450f-92f3-5a58352d1d8b,2438.09,EUR,success,2025-07-25 22:45:06
c660cfbd-ca6c-4007-b189-62404e66c3b0,c95f0b20-1f46-482c-b1ac-5255ca7721a5,c7fa96ce-46b9-48d7-beba-9568db422496,2452.02,AUD,success,2025-05-26 11:26:44
b85d4e20-ea11-4af9-8320-ef73f1254720,5a3583ef-61b1-4ed6-9ba1-28a067af17f1,6b756ec0-ead2-4363-ade3-ed9bd890715e,3300.84,GBP,success,2025-07-03 22:48:49
36c9f749-334c-4000-8352-b559be82b30b,467fbb97-0a07-4372-a0b9-99b4beeb68c9,7787f832-6b43-419d-a314-f6f40fe5583c,,EUR,failed,2025-10-13 10:14:39
5051494e-241c-493f-8344-1ed5a4138c6e,3f24ca82-1ef4-4ce0-a551-cc12007d5ebc,6641f92d-baf6-4763-8cd3-1e3e0807f696,744.64,EUR,pending,2026-03-29 21:03:30
daca2e6a-de88-428c-a070-c82d38ae3777,cb1f934e-1a51-42f1-ae77-8af98cf9d98c,71eaf3ee-c6bb-4367-ae0c-ac388f8beb26,,EUR,pending,2026-01-12 06:40:34
eb8de44f-af69-4f1c-8827-c5e93f869fb9,6657a82d-8280-40de-8c15-076697dc3c67,bc930388-92e7-4e48-87a7-4e8fac3462d2,-81.72,USD,failed,2025-12-21 14:33:41
d8faa625-face-422f-93ca-01929203d9e5,8c05250d-5e13-4fab-b8b5-6cc6afb91a64,c7f3d131-d0d1-4e46-b15c-f8822f1538bd,4031.09,EUR,success,2025-09-02 21:22:59
94c15f9b-4fd6-439e-b478-302d7249d84b,afea1cd0-80f5-45fe-9d31-a0d4bcc3d4c3,e0988804-45fc-49e6-82af-80fbfd8ae750,2700.91,USD,success,2025-11-18 02:25:52
87058f58-4b2c-4353-8c7b-61644d53251a,2d458713-6774-4f77-b648-a4a9a7504450,6b756ec0-ead2-4363-ade3-ed9bd890715e,1164.0,NPR,failed,2025-10-17 22:08:43
66fbe0c3-046b-4c99-8fc2-6c149eb17818,a429fe84-a642-45d6-91e8-e31961ffb6d0,2e2578bd-e66f-4cfd-ab6b-a1656a57eb5a,N/A,USD,success,2026-02-05 08:47:36
26fdcf39-f32d-4bbc-85d7-1e7de174c525,f460862e-0542-47ea-b53e-afb140218637,cba32ffc-75df-48b2-8530-9b4503018017,-85.73,USD,failed,2025-09-01 03:01:29
6078c5f3-0525-4926-a609-2f78592730c9,b88719d2-3c35-4736-9c8b-62e07fbfcdec,08c6b555-8d2f-40b0-8757-4e448a422b77,304.85,AUD,success,2026-02-09 12:44:47
08be0dc7-e1cb-4d82-aca7-c399636149ab,65979998-8145-4c76-82e3-2c60821e2d92,a1783997-4625-4255-89bd-254f7e61063c,3725.73,NPR,success,2026-05-02 23:59:53
3b4dae98-6690-4f5f-b16c-839c2517ce2b,e762cd4f-3fb0-48ec-bb40-fe771110f124,b6febb03-165d-4df8-aec7-4645b42da496,,AUD,success,2025-07-16 01:16:53
46c9aaae-3763-4554-b0bd-b7acadf953ae,3844d326-5af2-491c-9449-2f358585523b,b6febb03-165d-4df8-aec7-4645b42da496,1222.63,GBP,success,2026-03-05 05:55:23
a5df56a6-0152-4a1f-8256-75b41b69d715,d693134c-2087-4e1b-8966-21002454f214,08c6b555-8d2f-40b0-8757-4e448a422b77,-11.07,AUD,success,2025-12-27 12:19:50
b67760b5-25a6-4c52-9447-42ffa56e40de,e42b9e4f-3aa8-4161-bfc8-ecbfd43299e1,2695d81b-4d09-4ca6-8b0e-5e8c5c823ee5,N/A,EUR,success,2026-01-05 03:13:41
b4eec9e9-886b-494c-95ba-d2163b2005b8,0dce1bdf-e901-4f2d-ac6b-c59bae4b15f7,c7fa96ce-46b9-48d7-beba-9568db422496,N/A,GBP,success,2025-09-29 07:24:14
30a6240b-35db-4b7c-99e3-a86ecc751275,234bbb2a-f426-40f2-98cd-d93051ebc629,7787f832-6b43-419d-a314-f6f40fe5583c,-9.64,USD,success,2025-08-06 13:14:13
c44c4392-593e-4005-a3ae-3eb8a7105426,248a0efb-101a-4acf-8f1d-dc3703896bde,c3abf894-ff43-47e2-8a8b-de6708ea3b80,N/A,USD,success,2026-04-21 21:15:26
1e350368-39a6-4acc-8aee-4326666a0fb4,bd647984-a571-471b-8588-2fe937d4f847,7787f832-6b43-419d-a314-f6f40fe5583c,4547.28,AUD,success,2025-07-04 06:06:41
1dbc2e95-0ab0-49f3-8514-c7cfb35e2879,14e4e5a9-a61e-466f-8823-3725a2c89f14,c057fc8e-d065-45bd-a828-2d7d226d6529,988.28,GBP,success,2025-11-22 06:41:54
ab8e27fa-095a-4837-8b3f-777ae20c96e0,beae6e4c-0c69-4925-a9c1-d779a543c85f,76115927-3ef5-40d8-b9b5-6a2787f91a7b,-61.26,EUR,pending,2025-11-19 16:40:08
2ad876b6-3863-466d-89cf-9b569f824fd1,1f7ad0f8-17fa-4f13-8374-070f50ee664c,facb6408-208a-4134-9c21-611f586434a0,293.29,AUD,success,2025-12-10 04:38:58
646796de-7d38-4b81-8029-4803fb00a060,72dc2229-baa2-4560-a464-6afe9afaa33f,4c384348-5286-40b0-bc02-37b9ec12f8f4,,EUR,success,2026-01-27 19:08:13
f38a36de-335b-4993-9523-0dcd6c293e78,208f4af4-4b79-4465-85b6-f7f23c30c2f9,e0988804-45fc-49e6-82af-80fbfd8ae750,N/A,GBP,success,2026-05-08 07:24:25
ed068112-d95e-4834-a30a-5efb8d86f170,d8500bbe-bc1e-49ac-94c3-34505a861647,a7cc809d-edf0-476c-a904-716ed253a1f9,N/A,AUD,success,2026-03-01 20:48:36
d4bb33b5-c09f-4954-bdeb-e6797d83ee74,a1d4b4fd-b6a8-4290-bd38-cfa5c345c88e,9f2d6d40-a85e-49ba-96fe-38f6853f644f,,USD,pending,2025-08-08 17:55:58
c10123e0-22f9-4171-893e-67d3be5609e4,ff2d883a-b082-457f-a212-feb000eb8a80,a7cc809d-edf0-476c-a904-716ed253a1f9,N/A,NPR,pending,2025-10-22 17:57:02
d91ecf22-dc50-4894-ab08-afab673347a4,9263c86a-aef1-4944-a532-351b49c25fc4,5ee72ca1-c7df-4d38-9f59-d7c79034756c,N/A,NPR,pending,2025-08-24 09:38:42
16830179-80fc-43f4-bf9b-0c4560a2f0ea,329339ea-df3a-4f1d-8ae9-153cb48a1ffe,c3abf894-ff43-47e2-8a8b-de6708ea3b80,,GBP,success,2025-07-15 03:41:38
6ca01d06-5d1a-48c8-8ce1-959a2b3e0750,55e84cf6-87b6-4e44-851f-b6a8e9f7aab9,b3ef274c-4375-4410-bbbd-4f5d57cad421,2816.53,EUR,success,2025-07-23 01:24:22
d787fd62-23e1-4722-a46c-36b9ec2e8cf7,4e61c126-a68a-4c18-80e1-792a269c483e,6641f92d-baf6-4763-8cd3-1e3e0807f696,73.61,EUR,success,2025-06-29 02:12:50
a1e2d5d4-ff5a-43ba-8130-c92d25ee6c06,f9ea4d85-4c59-46c5-a8d5-2a90d14a1b5b,b3ef274c-4375-4410-bbbd-4f5d57cad421,N/A,GBP,failed,2026-01-12 16:20:24
3ddd5237-dcfd-4acf-9475-f99c4b9fe1d8,e762cd4f-3fb0-48ec-bb40-fe771110f124,0625c7c2-d340-4a09-a877-640c86e125f6,36.45,USD,pending,2025-06-24 08:27:22
d0ba16de-650f-4c2c-905e-34b893cf39af,53056f36-e277-4b92-8f49-b9ada7e249d4,af4bfa40-afc1-4cd2-879d-2e1a3bef279e,-91.85,EUR,success,2026-05-10 17:30:25
344e5791-52d8-4e92-aebe-5a4b53d6caf0,6657a82d-8280-40de-8c15-076697dc3c67,c3abf894-ff43-47e2-8a8b-de6708ea3b80,-54.62,AUD,success,2026-04-04 03:26:19
cbbf22a7-f15d-4fdd-9e42-f336ce139b1d,c54e73d2-4327-45c8-b600-9656ffd2c7c7,71eaf3ee-c6bb-4367-ae0c-ac388f8beb26,-15.98,AUD,success,2025-12-13 01:23:23
bfa4733b-7dd1-4b4e-a067-98fe8d7b6d43,623dc013-bd17-47d0-bd39-b4f3787dabfc,5ee72ca1-c7df-4d38-9f59-d7c79034756c,,NPR,failed,2025-06-02 18:32:43
443078ab-7f83-4135-b40e-06967a9dd5e8,271c4fdc-4ba4-4c03-8be5-60cb9813c6aa,b3ef274c-4375-4410-bbbd-4f5d57cad421,-42.54,USD,pending,2025-07-14 23:11:34
1c0fd7c0-4bbb-4607-b878-8615fb64d3a7,e96a124d-b36f-441c-9315-a91e065376b2,e0988804-45fc-49e6-82af-80fbfd8ae750,709.55,GBP,pending,2025-07-04 22:13:47
a444275f-e9e7-4120-adf6-b8ceba2f3b09,a7c563ca-d95f-4c3a-8850-26be73cf3a63,facb6408-208a-4134-9c21-611f586434a0,2884.55,GBP,pending,2026-03-20 21:38:39
8a6a7e1d-8c3d-49a2-bd40-35873b6763d1,349d4255-4926-46cb-84d0-d117e845622e,130dde86-2377-450f-92f3-5a58352d1d8b,4089.71,AUD,pending,2025-08-19 12:16:14
430d2e90-b226-4f51-9562-fbb652ea0590,4a4a2a14-b214-4603-b089-a14d1f39420e,24adb6aa-030c-40ec-829d-e17bc0a88e42,1340.36,GBP,success,2026-01-18 01:18:31
17c18c6e-207e-4402-a724-abee54f3c1b1,5eb5a6d1-150f-4c56-bf7f-e9d8eb2a6af4,788537f5-c493-497d-8215-da86bfd75c87,1939.16,AUD,pending,2025-10-21 01:46:26
01533dbd-2757-499d-9838-2d2c6c8cb798,5983d3d9-0d21-42fb-a70d-f12454fd7ad6,9f2d6d40-a85e-49ba-96fe-38f6853f644f,4935.26,AUD,success,2026-01-09 22:36:10
8b7383be-83ef-45cd-b5b6-de80703cfed2,dfd9672c-8ea0-47c3-bcfd-b526679b682b,62f04da2-31d6-4666-afe5-260c4181db88,2564.64,USD,failed,2025-12-10 00:31:05
dca48af3-2635-4889-9a98-79b28a965e2f,0e38f66a-77a2-413e-8280-7f79db129143,cba32ffc-75df-48b2-8530-9b4503018017,N/A,EUR,pending,2025-10-01 11:12:27
bad76dbe-236f-4e57-bc77-7909320fd5b1,661a650e-70bb-4e97-8afa-3c4406d01291,4c384348-5286-40b0-bc02-37b9ec12f8f4,2713.31,NPR,failed,2026-01-23 11:19:18
59878e1a-c8be-442f-ad16-d931b1a30693,e5f2a2a0-2309-4cb8-818a-a2d2ece8543b,395af4ea-fc6e-496c-99c0-658bd26e3648,-82.03,AUD,success,2025-08-11 06:51:37
16707b71-a73c-4331-8467-324367f2bf9f,be5679a4-1422-4f2b-8bd3-b040fb270e5a,91e7f817-41c0-4907-a0f2-313488f2bf96,N/A,EUR,pending,2026-04-10 21:04:16
a62e4a30-0872-4b25-b348-b54c890c02a4,fc744739-131a-4e76-abb9-503b0081da30,5ed9b6a4-86c4-470d-8497-62a9a58b0625,1994.86,AUD,success,2025-10-12 08:44:29
6bddd927-3772-4a1c-9397-3a228ea73e0f,35902788-3e25-48c7-a96a-1d5f3796b1e0,e02fdb5c-49cd-48b5-9859-2566d2140155,-34.55,NPR,pending,2025-08-10 15:14:04
49cc7449-1fe3-4ccb-a47d-4bb9b9cff3a6,c8ab939b-96a1-4d1c-9c9c-9b379705e32c,33d58e32-1a22-4ff0-ac1c-71bce9733d5c,,GBP,failed,2025-05-30 17:32:30
6cf5fed4-7a34-4d25-839b-8c1fdedec12a,b79a476d-d231-438c-8cab-d51521ea6360,c7fa96ce-46b9-48d7-beba-9568db422496,-94.82,USD,failed,2025-07-08 20:41:04
e669fe3e-c7eb-4ce0-8422-5d4047770b1e,18d9951b-900a-40b8-a644-df7966e0dad5,af331af0-5272-4d7f-acd5-d58ad56e7b37,2164.52,NPR,success,2026-01-26 17:30:31
9b7f57ea-408a-48fd-8e74-e54039729df0,fda79ac1-7ece-435a-a1ab-f22f48bca49b,c7fa96ce-46b9-48d7-beba-9568db422496,2134.96,AUD,success,2026-01-12 13:56:02
f688b5b6-5a0c-410a-9540-a8d245a0ffd1,7e8388f1-a46b-47ca-9344-cf3f526e0340,af4bfa40-afc1-4cd2-879d-2e1a3bef279e,4131.44,AUD,pending,2025-07-16 14:12:19
d0807cf2-b7ef-4dda-9b54-b8602b38f3e5,74516eb3-aa98-42c8-8fcf-5c387a1f0680,af331af0-5272-4d7f-acd5-d58ad56e7b37,2216.42,AUD,pending,2026-02-05 05:02:16
92323ade-143d-44c8-a69b-c14151283031,a399e853-d529-4ef6-8cc1-759d575af548,15c47e63-0eff-4e40-a75b-ceed75301b25,-8.42,EUR,success,2026-04-25 05:52:04
b04eaf90-da35-4697-9533-7e89455cce40,fa1f4041-fba4-4fe4-a301-f12354727144,2695d81b-4d09-4ca6-8b0e-5e8c5c823ee5,N/A,USD,success,2026-02-28 10:22:59
d26b86f5-0418-453c-8391-036711a39907,1e7e2262-fc64-46eb-ada1-ecce7c040bf6,c3abf894-ff43-47e2-8a8b-de6708ea3b80,2294.6,AUD,success,2026-04-30 07:07:56
0536b509-a682-4758-960d-46b05dbda74c,ad6e539d-ede4-4af4-bae2-2a11b5fd6ed6,76115927-3ef5-40d8-b9b5-6a2787f91a7b,,AUD,success,2025-07-27 01:06:04
723ae50e-f98e-47ec-b67c-ab56ec49b82e,f35bed39-b476-428d-a6f7-580687bf164c,b3ef274c-4375-4410-bbbd-4f5d57cad421,,GBP,success,2025-12-21 18:50:09
a4707617-7201-4bab-8177-5b99638edb88,c3601648-1ea6-4bac-bc5e-1d4491f5e123,b3ef274c-4375-4410-bbbd-4f5d57cad421,4282.82,GBP,success,2026-03-14 01:17:37
dce88185-0f52-49fc-9c5b-2d9aafa8113a,aeb288a0-040c-4d7c-83b6-411b6e9cb945,c034f54a-6a03-4136-9dab-8b41eeb43a18,1152.2,USD,success,2025-11-11 07:52:39
9cc930b4-d2fe-4672-bf9e-d969a3afa2a8,0581b830-d6db-4e35-95df-27f0509d970e,39945a2a-6727-4edb-ba30-fdc1267c17f4,4154.49,EUR,success,2025-07-27 17:38:05
dbd745dd-82ef-4828-a7b4-575214a10291,cd515539-ca6a-4a04-b3fa-579f38878ab9,c057fc8e-d065-45bd-a828-2d7d226d6529,,GBP,success,2025-11-15 04:12:03
db179780-e1f7-4d07-9848-6abe5bc935d3,f808aaeb-8545-4e66-9f51-8f6024a18ad4,395af4ea-fc6e-496c-99c0-658bd26e3648,1574.54,NPR,pending,2025-10-30 18:13:54
2e653549-e1ed-4ad9-9a2d-d6339eff596c,d21af155-98b1-46e7-a0ba-5dda6d382705,a1783997-4625-4255-89bd-254f7e61063c,3066.41,AUD,failed,2025-06-15 17:14:10
2c6c8c80-dc0c-4b75-b219-4f25433cfb25,8f930e01-2abd-4086-afa1-53a54afc6ad7,130dde86-2377-450f-92f3-5a58352d1d8b,3455.23,AUD,success,2025-05-17 16:15:59
e3edb274-e0b3-4dba-9931-a748233bb173,b42ce871-4956-49bd-bc46-9129dacce66b,788537f5-c493-497d-8215-da86bfd75c87,,NPR,failed,2025-05-26 00:28:09
8de91cf7-e6d7-409c-94e6-528f41290a75,b810d95f-5399-433f-adb4-89a3118dc457,b880386a-7cfe-48ec-898e-e0dcf14a8684,N/A,AUD,success,2025-10-06 20:38:34
f0a741f7-fe1f-4149-938e-8bab64007d94,d43f7352-afc2-44f6-90f0-75727f107c08,c7fa96ce-46b9-48d7-beba-9568db422496,,USD,success,2026-01-05 23:21:35
27e7097d-da6e-45ae-891e-cbdf7e25a601,8cc2269f-bc94-4e87-a4fc-fac50a4cfb31,c034f54a-6a03-4136-9dab-8b41eeb43a18,-39.47,EUR,success,2025-11-04 01:47:20
c86b2f65-4587-438b-a197-456db06daf80,cf81a6f6-294f-4ac4-880f-ddb04a14fba4,91e7f817-41c0-4907-a0f2-313488f2bf96,668.9,USD,success,2026-02-13 05:11:21
